topic,regression_label_binary,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Tissue engineering,0,0.239,0.189,0.358,0.5,0.337,1.0,0.154,0.154,0.154,123,173,296,250-300
Tissue engineering,0,0.319,0.251,0.551,0.583,0.422,1.083,0.261,0.232,0.348,153,173,326,300-400
Tissue engineering,0,0.216,0.171,0.243,0.456,0.378,0.737,0.333,0.242,0.515,153,173,326,300-400
Tissue engineering,0,0.14,0.117,0.211,0.179,0.213,0.107,0.167,0.167,0.233,72,137,209,200-250
Tissue engineering,0,0.2,0.173,0.28,0.091,0.078,0.182,0.227,0.197,0.318,61,129,190,100-200
Tissue engineering,0,0.22,0.146,0.268,0.154,0.092,0.154,0.296,0.247,0.37,155,170,325,300-400
Tissue engineering,0,0.218,0.158,0.327,0.259,0.288,0.333,0.174,0.174,0.348,135,148,283,250-300
Tissue engineering,0,0.094,0.188,0.094,0.17,0.201,0.298,0.16,0.12,0.16,139,163,302,300-400
Tissue engineering,0,0.156,0.188,0.188,0.098,0.155,0.098,0.143,0.143,0.107,140,147,287,250-300
Virtual reality,0,0.138,0.13,0.276,0.185,0.211,0.296,0.2,0.15,0.15,167,173,340,300-400
Virtual reality,0,0.263,0.193,0.553,0.213,0.209,0.213,0.232,0.193,0.406,181,170,351,300-400
Virtual reality,0,0.242,0.232,0.394,0.341,0.291,0.659,0.226,0.172,0.258,119,131,250,200-250
Virtual reality,0,0.273,0.242,0.545,0.154,0.172,0.154,0.196,0.131,0.431,89,116,205,200-250
Virtual reality,1,0.333,0.259,0.704,0.215,0.224,0.431,0.333,0.238,0.619,142,157,299,250-300
Virtual reality,0,0.2,0.144,0.4,0.264,0.276,0.415,0.255,0.199,0.511,144,154,298,250-300
Virtual reality,0,0.246,0.269,0.351,0.2,0.274,0.36,0.218,0.17,0.4,112,141,253,250-300
Virtual reality,0,0.339,0.305,0.508,0.14,0.156,0.14,0.333,0.247,0.444,131,160,291,250-300
Virtual reality,0,0.231,0.167,0.346,0.222,0.226,0.296,0.109,0.145,0.145,109,111,220,200-250
Virtual reality,1,0.373,0.267,0.693,0.158,0.175,0.263,0.375,0.264,0.792,181,140,321,300-400
Virtual reality,0,0.316,0.234,0.667,0.2,0.169,0.36,0.424,0.263,0.909,155,140,295,250-300
Virtual reality,0,0.227,0.197,0.5,0.15,0.186,0.15,0.316,0.246,0.579,89,120,209,200-250
Virtual reality,0,0.324,0.261,0.432,0.244,0.223,0.439,0.381,0.296,0.603,160,170,330,300-400
Virtual reality,0,0.197,0.142,0.23,0.062,0.121,0.062,0.062,0.062,0.062,119,147,266,250-300
Virtual reality,1,0.278,0.185,0.556,0.273,0.252,0.424,0.28,0.173,0.6,155,181,336,300-400
Virtual reality,1,0.294,0.245,0.559,0.25,0.254,0.35,0.264,0.214,0.566,158,176,334,300-400
Virtual reality,0,0.125,0.097,0.208,0.25,0.191,0.5,0.174,0.13,0.261,89,119,208,200-250
Virtual reality,0,0.197,0.153,0.295,0.115,0.181,0.231,0.192,0.205,0.327,142,157,299,250-300
Virtual reality,0,0.111,0.083,0.111,0.207,0.235,0.276,0.111,0.139,0.111,122,130,252,250-300
Virtual reality,1,0.204,0.218,0.367,0.103,0.112,0.051,0.35,0.283,0.55,89,157,246,200-250
Virtual reality,0,0.246,0.205,0.4,0.214,0.244,0.357,0.25,0.183,0.45,173,140,313,300-400
Virtual reality,0,0.222,0.132,0.395,0.2,0.214,0.433,0.145,0.135,0.29,140,170,310,300-400
Virtual reality,0,0.203,0.181,0.237,0.195,0.179,0.293,0.293,0.26,0.39,116,131,247,200-250
Virtual reality,0,0.235,0.157,0.471,0.189,0.177,0.151,0.226,0.164,0.453,113,160,273,250-300
Virtual reality,1,0.316,0.211,0.632,0.154,0.155,0.308,0.167,0.13,0.278,116,147,263,250-300
Virtual reality,0,0.355,0.301,0.613,0.108,0.151,0.108,0.136,0.106,0.227,147,170,317,300-400
Virtual reality,0,0.271,0.226,0.373,0.16,0.205,0.28,0.203,0.136,0.305,141,170,311,300-400
Virtual reality,0,0.188,0.198,0.281,0.1,0.135,0.1,0.178,0.222,0.133,143,152,295,250-300
Virtual reality,0,0.214,0.19,0.286,0.13,0.166,0.13,0.208,0.222,0.333,73,118,191,100-200
Virtual reality,1,0.324,0.255,0.647,0.478,0.412,0.739,0.452,0.366,0.71,164,179,343,300-400
Virtual reality,1,0.178,0.156,0.333,0.172,0.188,0.241,0.164,0.145,0.2,167,157,324,300-400
Virtual reality,0,0.286,0.214,0.5,0.118,0.143,0.118,0.341,0.276,0.537,119,120,239,200-250
Virtual reality,0,0.156,0.115,0.281,0.122,0.158,0.122,0.196,0.183,0.353,139,127,266,250-300
Virtual reality,1,0.339,0.226,0.746,0.167,0.172,0.25,0.341,0.276,0.634,120,143,263,250-300
Virtual reality,1,0.286,0.216,0.494,0.232,0.249,0.29,0.3,0.233,0.45,127,167,294,250-300
Virtual reality,0,0.22,0.195,0.415,0.25,0.222,0.333,0.278,0.194,0.389,160,170,330,300-400
Virtual reality,1,0.29,0.194,0.548,0.302,0.264,0.453,0.28,0.187,0.48,141,179,320,300-400
Virtual reality,1,0.311,0.222,0.667,0.213,0.167,0.383,0.278,0.204,0.5,100,142,242,200-250
Virtual reality,0,0.07,0.035,0.07,0.095,0.061,0.095,0.0,0.0,0.0,162,124,286,250-300
Virtual reality,1,0.271,0.26,0.441,0.185,0.19,0.444,0.408,0.327,0.653,131,157,288,250-300
Virtual reality,1,0.385,0.282,0.692,0.281,0.233,0.491,0.367,0.258,0.694,112,142,254,250-300
Virtual reality,1,0.264,0.239,0.604,0.2,0.189,0.28,0.182,0.152,0.455,120,155,275,250-300
Virtual reality,0,0.343,0.286,0.514,0.279,0.331,0.419,0.204,0.177,0.286,138,119,257,250-300
Virtual reality,1,0.291,0.255,0.618,0.186,0.212,0.419,0.432,0.36,0.649,100,143,243,200-250
Virtual reality,0,0.171,0.105,0.286,0.13,0.157,0.13,0.341,0.228,0.488,89,167,256,250-300
Virtual reality,0,0.154,0.154,0.154,0.107,0.169,0.143,0.121,0.121,0.121,81,87,168,100-200
Virtual reality,0,0.217,0.209,0.386,0.115,0.179,0.115,0.231,0.179,0.385,167,160,327,300-400
Virtual reality,0,0.175,0.164,0.351,0.227,0.228,0.409,0.211,0.175,0.316,119,144,263,250-300
Virtual reality,0,0.254,0.169,0.507,0.12,0.169,0.24,0.286,0.226,0.607,141,160,301,300-400
Virtual reality,0,0.125,0.125,0.156,0.219,0.201,0.344,0.204,0.204,0.163,136,138,274,250-300
Virtual reality,1,0.281,0.234,0.526,0.186,0.167,0.279,0.218,0.206,0.473,116,157,273,250-300
Virtual reality,0,0.143,0.155,0.214,0.2,0.167,0.15,0.185,0.16,0.259,80,143,223,200-250
Virtual reality,0,0.088,0.088,0.118,0.192,0.291,0.308,0.074,0.111,0.074,138,141,279,250-300
Virtual reality,0,0.187,0.178,0.373,0.133,0.148,0.267,0.211,0.187,0.246,119,181,300,250-300
Virtual reality,1,0.364,0.283,0.636,0.229,0.25,0.229,0.305,0.328,0.508,112,152,264,250-300
Virtual reality,0,0.145,0.137,0.265,0.655,0.469,1.236,0.179,0.167,0.321,167,170,337,300-400
Virtual reality,1,0.4,0.279,0.764,0.15,0.161,0.15,0.304,0.217,0.565,100,154,254,250-300
Virtual reality,0,0.152,0.135,0.329,0.182,0.199,0.255,0.132,0.114,0.197,141,170,311,300-400
Virtual reality,1,0.367,0.258,0.694,0.065,0.076,0.065,0.235,0.196,0.588,89,170,259,250-300
Virtual reality,0,0.164,0.175,0.23,0.204,0.17,0.449,0.143,0.143,0.143,119,157,276,250-300
Virtual reality,0,0.182,0.162,0.273,0.241,0.225,0.31,0.179,0.119,0.214,140,160,300,250-300
Virtual reality,0,0.29,0.226,0.484,0.137,0.161,0.294,0.24,0.213,0.28,112,143,255,250-300
Virtual reality,1,0.423,0.321,0.885,0.071,0.108,0.071,0.343,0.267,0.686,116,120,236,200-250
Virtual reality,0,0.273,0.212,0.545,0.172,0.18,0.207,0.296,0.259,0.556,131,140,271,250-300
Virtual reality,0,0.164,0.153,0.328,0.105,0.181,0.158,0.16,0.173,0.28,119,160,279,250-300
Virtual reality,0,0.216,0.207,0.405,0.186,0.17,0.279,0.102,0.102,0.068,137,157,294,250-300
Virtual reality,1,0.545,0.323,01.03,0.353,0.295,0.588,0.364,0.255,0.582,170,176,346,300-400
Virtual reality,0,0.175,0.152,0.316,0.19,0.169,0.381,0.111,0.13,0.278,119,155,274,250-300
Virtual reality,0,0.242,0.215,0.532,0.148,0.141,0.148,0.2,0.143,0.371,147,157,304,300-400
Virtual reality,0,0.075,0.075,0.075,0.197,0.233,0.295,0.167,0.167,0.167,79,95,174,100-200
Virtual reality,1,0.333,0.235,0.63,0.208,0.182,0.375,0.138,0.092,0.276,142,147,289,250-300
Virtual reality,0,0.232,0.184,0.377,0.383,0.327,0.638,0.174,0.145,0.304,179,176,355,300-400
Virtual reality,0,0.119,0.129,0.179,0.063,0.13,0.095,0.143,0.119,0.214,131,170,301,300-400
Virtual reality,0,0.327,0.255,0.545,0.158,0.156,0.263,0.273,0.197,0.318,112,116,228,200-250
Virtual reality,0,0.269,0.179,0.507,0.491,0.387,0.868,0.179,0.199,0.299,154,179,333,300-400
Virtual reality,0,0.226,0.226,0.484,0.14,0.168,0.14,0.215,0.205,0.369,160,170,330,300-400
Virtual reality,1,0.179,0.129,0.299,0.167,0.208,0.233,0.258,0.237,0.387,131,160,291,250-300
Virtual reality,0,0.098,0.049,0.098,0.2,0.194,0.3,0.051,0.051,0.051,53,143,196,100-200
Virtual reality,0,0.29,0.215,0.484,0.308,0.249,0.615,0.2,0.133,0.333,147,158,305,300-400
Virtual reality,1,0.346,0.205,0.731,0.118,0.163,0.118,0.333,0.222,0.667,89,164,253,250-300
Virtual reality,1,0.364,0.291,0.582,0.24,0.233,0.44,0.31,0.264,0.517,112,120,232,200-250
Virtual reality,0,0.31,0.241,0.517,0.255,0.217,0.426,0.208,0.111,0.375,155,170,325,300-400
Virtual reality,0,0.316,0.246,0.632,0.146,0.167,0.146,0.316,0.246,0.684,100,176,276,250-300
Virtual reality,0,0.19,0.138,0.317,0.182,0.22,0.291,0.25,0.167,0.292,141,176,317,300-400
Virtual reality,0,0.254,0.188,0.451,0.105,0.195,0.158,0.333,0.289,0.467,164,152,316,300-400
Virtual reality,0,0.235,0.183,0.392,0.157,0.191,0.157,0.178,0.133,0.356,114,170,284,250-300
Virtual reality,1,0.171,0.133,0.429,0.298,0.239,0.553,0.273,0.182,0.455,160,155,315,300-400
Virtual reality,0,0.127,0.101,0.177,0.186,0.169,0.279,0.087,0.043,0.087,167,166,333,300-400
Virtual reality,0,0.273,0.232,0.455,0.174,0.201,0.174,0.196,0.209,0.314,160,176,336,300-400
Virtual reality,0,0.206,0.176,0.353,0.491,0.425,0.717,0.192,0.167,0.308,154,176,330,300-400
Virtual reality,0,0.185,0.136,0.333,0.1,0.151,0.1,0.233,0.171,0.419,89,131,220,200-250
Virtual reality,0,0.222,0.189,0.395,0.264,0.222,0.34,0.269,0.154,0.462,112,167,279,250-300
Virtual reality,0,0.219,0.183,0.301,0.261,0.305,0.304,0.217,0.232,0.304,176,157,333,300-400
Virtual reality,0,0.225,0.187,0.449,0.087,0.105,0.13,0.171,0.124,0.229,157,170,327,300-400
Virtual reality,0,0.273,0.212,0.455,0.143,0.174,0.143,0.174,0.145,0.261,173,160,333,300-400
Virtual reality,0,0.169,0.169,0.136,0.136,0.209,0.136,0.213,0.213,0.17,137,146,283,250-300
Virtual reality,1,0.567,0.389,1.1,0.25,0.215,0.464,0.421,0.316,0.737,143,144,287,250-300
Virtual reality,1,0.4,0.303,0.655,0.235,0.211,0.392,0.429,0.349,0.857,131,144,275,250-300
Virtual reality,1,0.266,0.208,0.578,0.146,0.181,0.098,0.191,0.149,0.277,147,154,301,300-400
Virtual reality,0,0.219,0.115,0.281,0.455,0.38,0.727,0.133,0.044,0.044,119,179,298,250-300
Virtual reality,0,0.262,0.164,0.426,0.057,0.081,0.057,0.138,0.115,0.207,108,154,262,250-300
Virtual reality,0,0.301,0.237,0.603,0.123,0.116,0.246,0.393,0.284,0.754,131,181,312,300-400
Virtual reality,0,0.281,0.187,0.438,0.1,0.087,0.1,0.255,0.199,0.426,144,152,296,250-300
Virtual reality,1,0.152,0.118,0.304,0.105,0.075,0.053,0.145,0.097,0.291,131,170,301,300-400
Virtual reality,0,0.277,0.205,0.585,0.217,0.279,0.261,0.295,0.23,0.492,160,179,339,300-400
Virtual reality,0,0.121,0.121,0.121,0.075,0.213,0.075,0.195,0.146,0.195,87,165,252,250-300
Virtual reality,1,0.386,0.292,0.737,0.245,0.239,0.49,0.333,0.309,0.778,112,131,243,200-250
Virtual reality,0,0.19,0.169,0.317,0.216,0.219,0.324,0.238,0.206,0.333,119,158,277,250-300
Virtual reality,0,0.281,0.234,0.491,0.171,0.152,0.114,0.256,0.205,0.359,100,173,273,250-300
Virtual reality,1,0.392,0.288,0.745,0.271,0.213,0.542,0.449,0.299,0.857,142,131,273,250-300
Virtual reality,0,0.213,0.16,0.187,0.264,0.297,0.377,0.16,0.16,0.16,138,176,314,300-400
Virtual reality,0,0.333,0.202,0.576,0.211,0.199,0.474,0.235,0.209,0.275,158,176,334,300-400
Virtual reality,0,0.282,0.239,0.538,0.455,0.384,0.818,0.192,0.167,0.423,160,176,336,300-400
Virtual reality,1,0.412,0.294,0.765,0.132,0.175,0.237,0.429,0.286,0.893,142,181,323,300-400
Virtual reality,0,0.182,0.133,0.327,0.145,0.189,0.255,0.157,0.144,0.353,113,173,286,250-300
Virtual reality,1,0.717,0.516,1.321,0.263,0.193,0.474,0.5,0.375,0.875,116,144,260,250-300
Virtual reality,1,0.312,0.24,0.719,0.381,0.332,0.476,0.392,0.275,0.667,112,176,288,250-300
Virtual reality,0,0.19,0.18,0.349,0.25,0.173,0.5,0.238,0.206,0.333,119,143,262,250-300
Virtual reality,0,0.226,0.113,0.226,0.122,0.146,0.122,0.108,0.108,0.162,109,140,249,200-250
Virtual reality,1,0.281,0.234,0.491,0.128,0.188,0.128,0.318,0.227,0.682,120,157,277,250-300
Virtual reality,1,0.159,0.106,0.19,0.222,0.269,0.222,0.295,0.251,0.426,113,156,269,250-300
Virtual reality,0,0.281,0.187,0.561,0.267,0.225,0.467,0.235,0.183,0.353,142,179,321,300-400
Virtual reality,1,0.23,0.164,0.492,0.304,0.228,0.478,0.213,0.17,0.511,164,144,308,300-400
Virtual reality,1,0.31,0.253,0.552,0.163,0.159,0.245,0.25,0.222,0.417,143,170,313,300-400
Virtual reality,1,0.203,0.158,0.407,0.387,0.329,0.645,0.261,0.232,0.435,116,158,274,250-300
Virtual reality,0,0.241,0.161,0.448,0.327,0.287,0.545,0.238,0.175,0.429,155,157,312,300-400
Virtual reality,0,0.163,0.204,0.204,0.074,0.093,0.074,0.115,0.154,0.115,98,99,197,100-200
Virtual reality,1,0.32,0.213,0.72,0.276,0.225,0.483,0.343,0.21,0.914,142,155,297,250-300
Virtual reality,0,0.226,0.151,0.323,0.24,0.228,0.24,0.241,0.161,0.345,112,154,266,250-300
Virtual reality,1,0.317,0.201,0.603,0.2,0.231,0.15,0.328,0.208,0.656,112,164,276,250-300
Wind power,1,0.264,0.239,0.509,0.204,0.244,0.163,0.275,0.248,0.529,73,112,185,100-200
Wind power,0,0.233,0.189,0.333,0.19,0.195,0.286,0.255,0.206,0.4,73,173,246,200-250
Wind power,0,0.246,0.246,0.431,0.197,0.243,0.23,0.25,0.181,0.458,132,159,291,250-300
Wind power,0,0.345,0.276,0.586,0.293,0.25,0.488,0.333,0.272,0.667,104,112,216,200-250
Wind power,0,0.28,0.147,0.4,0.537,0.355,1.122,0.162,0.072,0.216,73,141,214,200-250
Wind power,0,0.288,0.212,0.5,0.092,0.144,0.092,0.338,0.318,0.477,124,159,283,250-300
Wind power,0,0.231,0.167,0.308,0.178,0.258,0.222,0.263,0.263,0.211,92,119,211,200-250
Wind power,0,0.16,0.12,0.24,0.164,0.18,0.131,0.211,0.211,0.316,100,108,208,200-250
Wind power,1,0.357,0.262,0.643,0.314,0.304,0.486,0.178,0.148,0.267,99,142,241,200-250
Wind power,0,0.314,0.276,0.429,0.262,0.225,0.426,0.324,0.162,0.541,123,148,271,250-300
Wind power,0,0.163,0.136,0.327,0.074,0.136,0.037,0.219,0.177,0.406,118,143,261,250-300
Wind power,0,0.184,0.123,0.289,0.176,0.23,0.176,0.25,0.226,0.321,149,173,322,300-400
Wind power,0,0.25,0.185,0.333,0.121,0.15,0.121,0.182,0.162,0.303,134,173,307,300-400
Wind power,1,0.279,0.26,0.544,0.278,0.277,0.389,0.22,0.158,0.525,170,133,303,300-400
Wind power,0,0.25,0.19,0.429,0.128,0.163,0.128,0.233,0.202,0.279,93,149,242,200-250
Wind power,0,0.056,0.028,0.028,0.196,0.179,0.157,0.091,0.091,0.091,77,165,242,200-250
Wind power,0,0.241,0.195,0.345,0.114,0.202,0.114,0.211,0.199,0.351,134,146,280,250-300
Wind power,0,0.247,0.219,0.466,0.091,0.108,0.091,0.3,0.167,0.567,104,174,278,250-300
Wind power,0,0.277,0.185,0.431,0.213,0.192,0.319,0.212,0.192,0.364,104,165,269,250-300
Wind power,0,0.269,0.231,0.538,0.08,0.117,0.08,0.182,0.133,0.327,92,104,196,100-200
Wind power,1,0.206,0.169,0.365,0.085,0.163,0.128,0.293,0.228,0.488,141,149,290,250-300
Wind power,0,0.246,0.236,0.492,0.2,0.197,0.24,0.256,0.188,0.564,134,149,283,250-300
Wind power,0,0.177,0.135,0.228,0.13,0.197,0.174,0.222,0.212,0.413,174,174,348,300-400
Wind power,0,0.115,0.154,0.269,0.226,0.244,0.302,0.16,0.147,0.32,108,149,257,250-300
Wind power,1,0.225,0.192,0.38,0.282,0.252,0.451,0.28,0.253,0.32,131,149,280,250-300
Wind power,0,0.302,0.264,0.566,0.125,0.162,0.125,0.308,0.195,0.523,112,143,255,250-300
Wind power,0,0.226,0.194,0.419,0.171,0.202,0.114,0.125,0.111,0.333,134,141,275,250-300
Wind power,0,0.176,0.186,0.294,0.261,0.229,0.435,0.172,0.172,0.207,104,174,278,250-300
Wind power,0,0.27,0.162,0.486,0.319,0.299,0.406,0.37,0.272,0.667,125,149,274,250-300
Wind power,0,0.254,0.169,0.286,0.214,0.175,0.286,0.391,0.304,0.652,146,186,332,300-400
Wind power,1,0.237,0.193,0.526,0.333,0.323,0.467,0.308,0.185,0.523,131,144,275,250-300
Wind power,0,0.174,0.145,0.377,0.281,0.238,0.386,0.206,0.127,0.324,131,165,296,250-300
Wind power,0,0.151,0.151,0.113,0.182,0.178,0.273,0.115,0.154,0.154,108,165,273,250-300
Wind power,0,0.278,0.204,0.556,0.32,0.276,0.56,0.222,0.138,0.317,104,144,248,200-250
Wind power,0,0.234,0.165,0.442,0.167,0.219,0.167,0.2,0.147,0.36,125,154,279,250-300
Wind power,0,0.222,0.148,0.444,0.136,0.154,0.237,0.272,0.214,0.556,105,153,258,250-300
Wind power,0,0.258,0.194,0.452,0.286,0.303,0.449,0.25,0.179,0.481,73,174,247,200-250
Wind power,0,0.17,0.138,0.396,0.169,0.168,0.271,0.227,0.167,0.432,73,149,222,200-250
Wind power,0,0.22,0.14,0.26,0.255,0.21,0.426,0.208,0.194,0.417,92,154,246,200-250
Wind power,0,0.1,0.1,0.1,0.159,0.217,0.159,0.095,0.095,0.095,107,136,243,200-250
Wind power,0,0.094,0.094,0.172,0.091,0.145,0.136,0.192,0.167,0.404,155,174,329,300-400
Wind power,0,0.258,0.172,0.516,0.222,0.225,0.37,0.378,0.27,0.703,88,148,236,200-250
Wind power,0,0.214,0.167,0.393,0.167,0.206,0.367,0.244,0.179,0.537,73,149,222,200-250
Wind power,0,0.185,0.198,0.37,0.071,0.141,0.071,0.226,0.201,0.34,104,118,222,200-250
Wind power,0,0.281,0.187,0.561,0.146,0.227,0.146,0.226,0.176,0.453,104,146,250,200-250
Wind power,0,0.192,0.128,0.346,0.25,0.23,0.375,0.159,0.138,0.349,143,146,289,250-300
Wind power,0,0.152,0.121,0.152,0.291,0.204,0.364,0.162,0.108,0.162,166,132,298,250-300
Wind power,0,0.078,0.118,0.078,0.095,0.104,0.095,0.085,0.085,0.085,80,161,241,200-250
Wind power,0,0.247,0.155,0.301,0.32,0.226,0.4,0.196,0.17,0.392,154,174,328,300-400
Wind power,0,0.151,0.151,0.302,0.214,0.234,0.286,0.226,0.201,0.377,104,155,259,250-300
Wind power,0,0.197,0.122,0.31,0.164,0.163,0.098,0.216,0.153,0.378,120,125,245,200-250
Wind power,0,0.273,0.192,0.561,0.208,0.212,0.25,0.381,0.254,0.762,124,165,289,250-300
Wind power,0,0.275,0.275,0.575,0.192,0.221,0.308,0.228,0.17,0.404,153,148,301,300-400
Wind power,0,0.364,0.323,0.545,0.091,0.145,0.091,0.32,0.267,0.48,109,156,265,250-300
Wind power,0,0.24,0.16,0.36,0.214,0.264,0.357,0.169,0.124,0.339,108,104,212,200-250
Wind power,1,0.216,0.171,0.378,0.162,0.188,0.162,0.204,0.218,0.367,146,174,320,300-400
Wind power,0,0.267,0.196,0.533,0.143,0.173,0.25,0.195,0.098,0.488,174,149,323,300-400
Wind power,0,0.158,0.202,0.329,0.233,0.201,0.367,0.194,0.231,0.306,131,153,284,250-300
Wind power,0,0.29,0.251,0.464,0.158,0.186,0.263,0.257,0.2,0.514,134,146,280,250-300
Wind power,0,0.207,0.184,0.241,0.133,0.202,0.133,0.153,0.136,0.186,92,174,266,250-300
Wind power,0,0.282,0.216,0.423,0.185,0.247,0.222,0.237,0.215,0.407,112,145,257,250-300
Wind power,1,0.3,0.192,0.487,0.192,0.243,0.308,0.31,0.241,0.586,144,148,292,250-300
Wind power,0,0.185,0.144,0.338,0.14,0.143,0.211,0.192,0.167,0.346,104,142,246,200-250
Wind power,0,0.188,0.167,0.281,0.133,0.157,0.133,0.14,0.117,0.246,124,134,258,250-300
Wind power,0,0.215,0.195,0.338,0.143,0.166,0.143,0.278,0.236,0.506,105,165,270,250-300
Wind power,0,0.234,0.182,0.39,0.114,0.148,0.114,0.167,0.148,0.222,173,174,347,300-400
Wind power,0,0.1,0.133,0.133,0.089,0.139,0.133,0.118,0.157,0.118,90,156,246,200-250
Wind power,0,0.269,0.144,0.418,0.087,0.155,0.087,0.257,0.185,0.446,143,144,287,250-300
Wind power,0,0.154,0.133,0.2,0.179,0.221,0.299,0.244,0.211,0.39,149,154,303,300-400
Wind power,1,0.162,0.09,0.297,0.368,0.299,0.684,0.207,0.161,0.345,133,173,306,300-400
Wind power,0,0.206,0.162,0.309,0.14,0.225,0.233,0.138,0.08,0.172,73,202,275,250-300
Wind power,0,0.208,0.208,0.417,0.286,0.238,0.476,0.295,0.251,0.492,92,120,212,200-250
Wind power,0,0.244,0.187,0.341,0.146,0.182,0.146,0.263,0.212,0.562,165,202,367,300-400
Wind power,0,0.2,0.142,0.3,0.186,0.211,0.279,0.222,0.148,0.317,134,202,336,300-400
Wind power,1,0.301,0.21,0.63,0.143,0.17,0.143,0.25,0.231,0.5,136,165,301,300-400
Wind power,1,0.171,0.14,0.276,0.178,0.216,0.267,0.179,0.155,0.286,133,174,307,300-400
Wind power,0,0.253,0.236,0.329,0.311,0.28,0.489,0.255,0.206,0.545,156,105,261,250-300
Wind power,0,0.222,0.193,0.311,0.056,0.105,0.056,0.19,0.111,0.333,108,143,251,250-300
Wind power,0,0.163,0.109,0.286,0.158,0.159,0.263,0.186,0.124,0.326,108,141,249,200-250
Wind power,1,0.426,0.328,0.689,0.078,0.115,0.078,0.432,0.36,0.649,91,158,249,200-250
Wind power,1,0.195,0.195,0.356,0.13,0.166,0.13,0.182,0.133,0.327,148,202,350,300-400
Wind power,0,0.197,0.122,0.254,0.186,0.214,0.14,0.158,0.14,0.289,165,174,339,300-400
Wind power,0,0.148,0.148,0.346,0.2,0.162,0.28,0.087,0.058,0.174,149,202,351,300-400
Wind power,0,0.281,0.208,0.5,0.25,0.197,0.464,0.314,0.235,0.549,104,149,253,250-300
Wind power,0,0.281,0.222,0.491,0.3,0.257,0.7,0.263,0.281,0.395,73,146,219,200-250
Wind power,0,0.188,0.181,0.25,0.182,0.229,0.273,0.219,0.228,0.274,170,146,316,300-400
Wind power,0,0.257,0.229,0.429,0.207,0.171,0.379,0.233,0.2,0.467,104,136,240,200-250
Wind power,0,0.211,0.152,0.281,0.111,0.152,0.111,0.08,0.08,0.08,91,120,211,200-250
Wind power,0,0.189,0.18,0.324,0.222,0.277,0.222,0.229,0.229,0.343,149,145,294,250-300
Wind power,0,0.19,0.19,0.19,0.222,0.188,0.37,0.186,0.14,0.14,72,92,164,100-200
Wind power,0,0.216,0.18,0.351,0.25,0.292,0.357,0.267,0.222,0.333,144,149,293,250-300
Wind power,0,0.187,0.196,0.293,0.071,0.176,0.143,0.271,0.226,0.475,145,174,319,300-400
Wind power,0,0.226,0.201,0.377,0.25,0.201,0.393,0.24,0.213,0.4,105,155,260,250-300
Wind power,0,0.206,0.196,0.412,0.242,0.251,0.394,0.162,0.126,0.27,131,149,280,250-300
Wind power,0,0.185,0.144,0.369,0.14,0.156,0.233,0.2,0.156,0.4,143,148,291,250-300
Wind power,0,0.107,0.179,0.143,0.27,0.252,0.405,0.162,0.108,0.108,140,134,274,250-300
Wind power,0,0.281,0.177,0.344,0.245,0.213,0.327,0.207,0.149,0.276,104,112,216,200-250
Wind power,0,0.159,0.127,0.127,0.275,0.234,0.51,0.174,0.13,0.13,92,148,240,200-250
Wind power,0,0.19,0.19,0.286,0.226,0.237,0.302,0.308,0.282,0.423,108,118,226,200-250
Wind power,0,0.347,0.258,0.667,0.127,0.141,0.19,0.25,0.198,0.5,153,158,311,300-400
Wind power,0,0.23,0.164,0.525,0.151,0.223,0.151,0.254,0.169,0.508,73,153,226,200-250
